,owner_id,title,category,price,city,created_at,deleted_at,id
103,10243,Recherche T2,REAL_ESTATE,351648,Marseille,2019-04-12,,103
104,12415,Vends Appartement,RealEstate,478364,Nantes,2019-07-25,,104
105,11311,Vends T4,relestate,599148,Laval,2017-02-04,,105
106,7024,Loue F2,realestate,584,Nantes,2019-01-08,,106
107,29619,Loue T4,realestate,1103,La Chaussée-Saint-Victor,2018-07-03,,107
108,18942,Loue F2,RealEstate,1843,La Rivière-Saint-Sauveur,2019-07-11,,108
109,8908,Vends T1,relestate,658021,Landerrouet-sur-Ségur,2018-05-23,,109
110,7328,Recherche T4,RealEstate,142616,Caudiès-de-Fenouillèdes,2018-01-24,,110
111,12427,Recherche Chateau,REAL_ESTATE,300785,Marseille,2019-04-17,,111
112,1650,Recherche Appartement,RealEstate,235836,Laval,2019-04-08,,112
113,25587,Vends Chateau,REAL_ESTATE,341813,Marseille,2019-12-04,,113
114,8471,Recherche T2,REAL_ESTATE,239047,Lay-Saint-Remy,2018-05-24,,114
115,14847,Recherche F3,realestate,380048,Marseille,2019-04-09,,115
116,14286,Recherche T3,REAL_ESTATE,130270,Marseille,2017-11-17,,116
117,27098,Loue F2,REAL_ESTATE,1130,Laval,2019-05-23,,117
118,25223,Recherche Maison,RealEstate,301887,La Petite-Pierre,2019-05-01,,118
119,26254,Vends T2,realestate,497843,Champguyon,2017-06-09,,119
120,770,Vends T4,realestate,710765,Nantes,2018-07-27,,120
121,10381,Loue Chateau,RealEstate,1053,Laval,2018-12-12,,121
122,14255,Vends Appartement,REAL_ESTATE,321736,Le Chateley,2019-01-22,,122
123,19,Recherche Appartement,RealEstate,282351,Chéraute,2019-05-07,,123
124,1648,Loue T3,RealEstate,1076,Notre-Dame-de-Bliquetuit,2019-06-07,,124
125,17904,Loue T1,RealEstate,1273,Laval,2019-02-06,,125
126,9732,Loue T1,RealEstate,1103,Laval,2018-07-19,,126
127,5311,Recherche T2,REAL_ESTATE,196981,Laval,2018-02-08,,127
128,3458,Vends F3,realestate,593409,Vienne-le-Château,2019-08-19,,128
129,6296,Vends T2,relestate,622837,La Chaussaire,2017-02-20,,129
130,3757,Loue Maison,realestate,737,Thézillieu,2018-04-09,,130
131,9496,Loue Maison,realestate,1266,Laval,2017-06-06,,131
132,1627,Recherche T2,REAL_ESTATE,362719,Nantes,2019-04-07,,132
133,2518,Recherche T3,RealEstate,452672,Suzette,2018-11-25,,133
134,8995,Recherche T2,realestate,155415,Saint-Sauveur-de-Meilhan,2019-12-23,,134
135,6727,Loue Appartement,RealEstate,1299,Nantes,2018-12-02,,135
136,1185,Vends T4,RealEstate,710923,Zouafques,2017-07-20,,136
137,4494,Loue Maison,RealEstate,728,Marseille,2017-06-09,,137
138,6384,Loue Appartement,RealEstate,901,Roscoff,2019-04-17,,138
139,12602,Vends Chateau,RealEstate,629822,Saint-Didier-d'Allier,2018-06-18,,139
140,22466,Recherche Maison,realestate,330851,Esparros,2018-01-21,,140
141,11732,Loue F3,relestate,677,Thenon,2019-06-07,,141
142,28067,Vends F2,REAL_ESTATE,639689,Ognon,2019-05-03,,142
143,3001,Recherche T2,REAL_ESTATE,499764,Saint-Marcellin-lès-Vaison,2019-06-09,,143
144,4374,Recherche T4,realestate,304083,Moyencourt,2019-06-23,,144
145,29419,Loue F2,REAL_ESTATE,842,Nantes,2019-06-11,,145
146,28589,Vends T3,RealEstate,347485,Laval,2019-05-09,,146
147,24292,Recherche T3,REAL_ESTATE,241249,Savières,2019-08-21,,147
148,16523,Loue Chateau,relestate,1413,Laval,2018-04-26,,148
149,4116,Recherche F2,realestate,278515,Marseille,2017-05-26,,149
150,1731,Loue F2,RealEstate,1119,L'Île-d'Elle,2017-02-09,,150
151,11109,Loue Chateau,RealEstate,632,Saint-Martin-de-Fressengeas,2019-12-20,,151
152,23550,Recherche T2,realestate,273415,Marseille,2017-07-16,,152
153,26046,Recherche T4,REAL_ESTATE,189243,Fontaine-la-Mallet,2019-11-20,,153
154,22558,Vends T2,RealEstate,744250,Itzac,2018-04-09,,154
155,7195,Vends Chateau,REAL_ESTATE,684350,Laval,2018-08-15,,155
156,1401,Vends T3,realestate,601496,Marseille,2018-06-22,,156
157,12245,Vends Maison,realestate,925711,Barrême,2018-01-02,,157
158,27401,Loue F2,relestate,1374,Foucherolles,2019-12-09,,158
159,22177,Recherche Appartement,relestate,258453,Marseille,2019-12-17,,159
160,2706,Loue T1,realestate,926,Crespières,2019-11-26,,160
161,24434,Vends T2,RealEstate,539849,Murasson,2017-08-09,,161
162,20581,Recherche Appartement,RealEstate,373629,Camboulazet,2018-05-01,,162
163,7143,Recherche T4,realestate,341606,Ayzac-Ost,2019-04-11,,163
164,5119,Vends F3,realestate,436750,Marseille,2017-11-11,,164
165,8471,Recherche F3,REAL_ESTATE,416643,Lay-Saint-Remy,2019-05-27,,165
166,4455,Loue F3,REAL_ESTATE,879,Lavernay,2017-11-25,,166
167,25870,Recherche F3,REAL_ESTATE,381466,Crosmières,2018-04-17,,167
168,370,Loue T1,REAL_ESTATE,1121,Laval,2017-05-25,,168
169,11729,Vends T4,relestate,603009,Nantes,2019-05-09,,169
170,288,Loue Appartement,REAL_ESTATE,991,Fouju,2017-02-13,,170
171,10797,Vends Chateau,realestate,458515,Audrehem,2019-06-21,,171
172,22898,Vends T2,realestate,545640,Nantes,2018-06-26,,172
173,20121,Recherche Appartement,relestate,361456,Verson,2017-04-01,,173
174,196,Recherche F1,realestate,330787,Laval,2019-07-26,,174
175,1085,Vends F3,relestate,522587,Nantes,2018-02-07,,175
176,14253,Recherche T2,realestate,311516,Bussière-Dunoise,2018-02-10,,176
177,7383,Loue Appartement,RealEstate,812,Lucquy,2017-11-12,,177
178,5739,Vends T1,REAL_ESTATE,438719,Nantes,2018-06-19,,178
179,25308,Loue T3,realestate,1477,Laval,2017-12-25,,179
180,26244,Recherche T4,realestate,531204,Laval,2017-04-20,,180
181,13539,Recherche F1,RealEstate,192963,Villiers-le-Sec,2018-07-25,,181
182,23850,Recherche T1,RealEstate,419043,Laval,2019-05-23,,182
183,24589,Loue F2,REAL_ESTATE,852,Laval,2019-05-12,,183
184,12440,Vends T4,realestate,659786,Laval,2018-11-25,,184
185,2206,Vends Chateau,REAL_ESTATE,534266,Laval,2017-09-14,,185
186,17022,Recherche F1,realestate,173080,Laval,2018-01-01,,186
187,3803,Loue Maison,REAL_ESTATE,1656,Adaincourt,2019-05-03,,187
188,19850,Vends Maison,REAL_ESTATE,626252,Marseille,2017-04-25,,188
189,15341,Vends F3,RealEstate,712979,Laval,2019-06-27,,189
190,22038,Loue Appartement,realestate,775,Sainte-Opportune,2017-09-25,,190
191,14971,Vends Maison,REAL_ESTATE,466808,Cussay,2017-12-12,,191
192,21168,Vends T3,realestate,623701,Saint-Laurent-de-Belzagot,2019-11-14,,192
193,21246,Vends T4,REAL_ESTATE,754885,Saint-Hélen,2017-12-07,,193
194,7973,Recherche T3,realestate,248342,Marseille,2019-10-15,,194
195,24135,Vends T4,realestate,787212,Lespourcy,2019-05-15,,195
196,2866,Vends Chateau,REAL_ESTATE,608984,Laval,2017-01-08,,196
197,14962,Vends Maison,relestate,734150,Nantes,2017-04-24,,197
198,27485,Vends F3,RealEstate,477162,Nantes,2018-06-24,,198
199,6757,Recherche T4,relestate,330494,Houville-en-Vexin,2019-04-18,,199
200,22717,Vends Maison,REAL_ESTATE,474200,Laval,2017-02-06,,200
201,18956,Vends F2,realestate,199477,Laval,2017-12-15,,201
202,27995,Vends T1,relestate,318933,Pont-l'Abbé,2017-12-12,,202
203,23190,Loue Chateau,realestate,1028,Bourbon-Lancy,2019-12-13,,203
204,18095,Loue F2,RealEstate,1050,Castillon-Massas,2017-12-05,,204
205,2391,Loue T4,realestate,1105,Isle-Aumont,2017-07-26,,205
206,118,Loue Chateau,realestate,1370,Laval,2019-11-19,,206
207,22519,Recherche Appartement,relestate,301945,Saint-Christophe-sur-Condé,2019-07-01,,207
208,27993,Recherche T1,realestate,260501,Sainte-Marie-la-Robert,2017-07-05,,208
209,13427,Recherche Appartement,REAL_ESTATE,275649,Estrées-sur-Noye,2019-04-07,,209
210,20522,Recherche Appartement,realestate,248511,Varennes-sur-Usson,2017-06-22,,210
211,6096,Vends T3,RealEstate,381565,Fournets-Luisans,2018-06-14,,211
212,28160,Loue F3,realestate,410,Nantes,2018-04-01,,212
213,8779,Vends T3,RealEstate,391485,Marseille,2017-04-16,,213
214,28207,Recherche T2,realestate,367013,Rollancourt,2017-10-22,,214
215,5571,Loue F2,REAL_ESTATE,821,L'Éguille,2019-05-12,,215
216,11600,Loue Appartement,realestate,1676,Laval,2019-04-17,,216
217,14635,Loue F1,realestate,868,Grassendorf,2018-10-09,,217
218,13607,Vends Chateau,REAL_ESTATE,248924,Cessenon-sur-Orb,2019-12-20,,218
219,22869,Recherche T4,RealEstate,318790,Nantes,2017-08-15,,219
220,623,Loue T4,RealEstate,1275,Schwobsheim,2018-09-12,,220
221,9656,Vends F3,realestate,623543,Nantes,2018-12-26,,221
222,26471,Loue F2,realestate,825,Nantes,2018-05-23,,222
223,21915,Vends T3,RealEstate,438974,Châtonnay,2019-02-15,,223
224,526,Loue F2,RealEstate,1307,Courcelette,2019-07-20,,224
225,940,Recherche Maison,relestate,341668,Marseille,2017-04-09,,225
226,2481,Vends F3,relestate,510685,Nantes,2019-11-03,,226
227,5257,Recherche T4,realestate,336469,Villematier,2019-02-27,,227
228,6896,Vends F2,RealEstate,759956,Schlierbach,2019-01-08,,228
229,19455,Recherche T4,realestate,415660,Marseille,2017-10-01,,229
230,17283,Vends Maison,realestate,478110,Marseille,2017-11-11,,230
231,23495,Vends Maison,REAL_ESTATE,341380,Jonage,2019-04-17,,231
232,29577,Vends T4,RealEstate,663442,Laval,2019-12-24,,232
233,4708,Loue F3,REAL_ESTATE,1168,Laval,2017-08-18,,233
234,2409,Recherche F1,realestate,160534,Marseille,2018-06-16,,234
235,4232,Loue F1,realestate,1024,Marseille,2017-07-01,,235
236,12910,Vends Chateau,RealEstate,576000,Laval,2019-02-26,,236
237,17630,Loue T3,REAL_ESTATE,1383,Châteauponsac,2019-11-23,,237
238,4962,Recherche Chateau,realestate,170792,Laval,2019-05-25,,238
239,15771,Loue T3,REAL_ESTATE,812,Marseille,2017-12-15,,239
240,19971,Recherche Appartement,realestate,380066,Château-Ville-Vieille,2018-04-26,,240
241,26920,Loue T2,realestate,1019,Ban-de-Laveline,2018-04-03,,241
242,23785,Recherche T4,RealEstate,196215,Laval,2017-09-01,,242
243,11796,Recherche T3,relestate,336173,Longwy-sur-le-Doubs,2018-08-02,,243
244,29609,Recherche T2,realestate,196927,Éteignières,2017-05-13,,244
245,11260,Loue F3,RealEstate,803,Ville-sous-la-Ferté,2018-11-10,,245
246,14008,Recherche T4,RealEstate,461789,Laval,2019-01-05,,246
247,17105,Vends F2,RealEstate,225756,Bart,2018-04-25,,247
248,8972,Recherche T1,REAL_ESTATE,286046,Marseille,2018-12-01,,248
249,25880,Recherche F3,RealEstate,413338,Nantes,2018-06-21,,249
250,20347,Loue T3,RealEstate,412,Saint-Jouvent,2018-06-08,,250
251,22806,Loue F2,RealEstate,1042,Chahaignes,2017-04-18,,251
252,17943,Vends F1,relestate,394675,Monpardiac,2017-12-25,,252
253,23053,Loue T4,RealEstate,1312,Marseille,2018-02-08,,253
254,1968,Recherche T2,realestate,245773,Seythenex,2017-07-08,,254
255,23064,Loue T1,REAL_ESTATE,931,Nantes,2018-09-25,,255
256,18223,Loue Appartement,RealEstate,1302,Janville,2019-04-09,,256
257,21894,Vends F3,RealEstate,364531,Nantes,2018-05-20,,257
258,2024,Recherche F1,REAL_ESTATE,314965,Marseille,2017-12-24,,258
259,29399,Recherche T1,RealEstate,259377,Bony,2018-01-03,,259
260,16838,Vends F3,REAL_ESTATE,353217,Nantes,2018-08-09,,260
261,10026,Recherche Chateau,relestate,494726,Mahalon,2017-04-07,,261
262,24886,Loue F2,realestate,772,Montrichard,2017-05-02,,262
263,18792,Recherche T2,realestate,138828,Nantes,2017-06-26,,263
264,3377,Recherche T2,realestate,243462,Saumont,2019-07-14,,264
265,14633,Vends T2,RealEstate,369638,Marseille,2017-07-17,,265
266,28239,Loue Maison,realestate,1205,Agnières-en-Dévoluy,2019-05-21,,266
267,19963,Loue F3,RealEstate,836,Nantes,2018-12-19,,267
268,9806,Recherche T3,realestate,436295,Bard-lès-Pesmes,2017-02-27,,268
269,18829,Recherche F1,realestate,50047,Nantes,2018-05-22,,269
270,6112,Loue T2,RealEstate,1287,Laval,2017-07-09,,270
271,9786,Vends F1,REAL_ESTATE,364147,Laval,2018-11-15,,271
272,6636,Loue Chateau,realestate,1001,Saint-Pierre-de-Nogaret,2018-03-18,,272
273,23084,Loue T3,RealEstate,1100,Marseille,2017-05-18,,273
274,1693,Vends Maison,realestate,415345,Tralaigues,2019-05-22,,274
275,25258,Recherche F3,REAL_ESTATE,222259,Paussac-et-Saint-Vivien,2019-07-10,,275
276,8570,Vends Appartement,realestate,453002,Limeux,2017-11-03,,276
277,6766,Vends Appartement,REAL_ESTATE,580431,Ségur-les-Villas,2017-01-16,,277
278,17969,Recherche T2,realestate,186854,Bardenac,2018-11-16,,278
279,7616,Vends Appartement,realestate,579463,Mardilly,2019-11-10,,279
280,10157,Vends T3,REAL_ESTATE,399788,Saint-Jean-la-Vêtre,2017-09-04,,280
281,9285,Loue F2,REAL_ESTATE,776,Bologne,2018-06-15,,281
282,8518,Vends Chateau,realestate,456650,Scy-Chazelles,2019-04-27,,282
283,5735,Loue T2,REAL_ESTATE,1020,Bussy-Albieux,2017-04-21,,283
284,8343,Vends T3,RealEstate,798175,Marseille,2018-04-07,,284
285,10391,Recherche Chateau,realestate,398803,Laval,2017-05-21,,285
286,3062,Vends Chateau,RealEstate,356898,Nantes,2017-07-14,,286
287,29368,Vends T2,RealEstate,776259,Nantes,2018-09-10,,287
288,463,Vends Maison,REAL_ESTATE,288350,Bréseux,2018-05-23,,288
289,15804,Loue T4,realestate,1,Gimont,2018-02-11,,289
290,26413,Vends Appartement,REAL_ESTATE,513483,Marseille,2018-11-05,,290
291,8134,Recherche F3,realestate,206029,Provins,2017-02-13,,291
292,6672,Vends F1,realestate,386958,Meilhan-sur-Garonne,2017-06-04,,292
293,1248,Recherche F1,realestate,290987,Meyrieux-Trouet,2017-10-05,,293
294,1243,Loue T1,realestate,243,Nantes,2019-12-08,,294
295,12388,Vends F3,REAL_ESTATE,349520,Marseille,2019-05-24,,295
296,22351,Vends T1,realestate,581149,Laval,2017-05-17,,296
297,20282,Loue Appartement,realestate,1345,Marseille,2018-05-21,,297
298,14402,Vends Chateau,REAL_ESTATE,456269,Campigneulles-les-Grandes,2017-06-02,,298
299,18651,Loue F1,realestate,1276,Ercourt,2018-05-07,,299
300,1966,Recherche T3,RealEstate,375405,Marseille,2019-09-22,,300
301,29130,Recherche T1,RealEstate,455695,La Chapelle-en-Serval,2018-03-16,,301
302,25806,Vends T2,REAL_ESTATE,559090,Athos-Aspis,2018-02-05,,302
303,9918,Vends T4,RealEstate,594918,Cuébris,2019-07-06,,303
304,14084,Recherche Appartement,RealEstate,234975,Cressat,2019-12-09,,304
305,19260,Vends Maison,realestate,440967,Marseille,2018-10-14,,305
306,7025,Recherche F1,REAL_ESTATE,279878,Saint-Doulchard,2019-07-18,,306
307,9967,Vends Chateau,realestate,98155,Auterrive,2017-12-26,,307
308,4113,Loue T4,realestate,557,Nantes,2018-12-16,,308
309,12499,Vends F2,REAL_ESTATE,418583,Marseille,2018-06-11,,309
310,21539,Recherche Chateau,REAL_ESTATE,226539,Marseille,2018-11-08,,310
311,12324,Loue F2,REAL_ESTATE,760,Marigny-en-Orxois,2018-11-03,,311
312,28346,Loue Maison,realestate,1351,Marseille,2018-07-23,,312
313,24270,Recherche T1,RealEstate,359229,Aougny,2019-12-25,,313
314,27025,Vends Chateau,realestate,433941,Lannux,2019-04-08,,314
315,11145,Vends T3,REAL_ESTATE,230989,Laval,2019-05-05,,315
316,27123,Vends T4,RealEstate,480356,La Chapelle-Saint-Sulpice,2018-07-16,,316
317,10373,Vends T1,realestate,721145,Critot,2019-11-09,,317
318,22772,Loue T2,realestate,1114,Nantes,2017-04-21,,318
319,27829,Vends Chateau,realestate,673822,Laval,2019-06-25,,319
320,25352,Vends T2,realestate,658363,Baulne,2018-07-18,,320
321,3845,Vends Chateau,realestate,488660,Nantes,2017-06-10,,321
322,14915,Loue T2,RealEstate,839,Val-de-Meuse,2018-02-02,,322
323,7150,Loue T4,realestate,1190,Marseille,2019-07-04,,323
324,10548,Vends Appartement,REAL_ESTATE,554977,Oberhergheim,2017-11-24,,324
325,17435,Recherche F1,realestate,276701,Marseille,2019-02-27,,325
326,26823,Loue T4,realestate,676,Nantes,2018-05-21,,326
327,26848,Recherche T4,RealEstate,509171,Buironfosse,2017-11-17,,327
328,27006,Loue F1,REAL_ESTATE,1410,Laval,2017-04-26,,328
329,6578,Loue Appartement,relestate,1049,Ouville-l'Abbaye,2018-01-25,,329
330,29230,Vends T3,realestate,575976,Raids,2018-06-11,,330
331,17180,Loue F3,REAL_ESTATE,950,Escombres-et-le-Chesnois,2018-05-11,,331
332,22894,Recherche T3,realestate,489247,Épinay,2017-07-12,,332
333,799,Loue T3,realestate,1615,Viam,2019-04-27,,333
334,3477,Recherche T4,realestate,221025,Laval,2018-11-09,,334
335,1989,Vends F3,REAL_ESTATE,563817,Laval,2018-01-07,,335
336,8160,Vends Chateau,RealEstate,390595,Neufmoulin,2017-07-23,,336
337,29228,Vends F1,realestate,343406,Marseille,2019-06-14,,337
338,24794,Recherche F2,realestate,264496,Saint-Varent,2017-11-27,,338
339,1226,Loue F2,RealEstate,1911,Marseille,2017-11-21,,339
340,19219,Vends Maison,REAL_ESTATE,459513,Marseille,2018-04-09,,340
341,16629,Loue T3,relestate,1585,Aujeurres,2018-04-25,,341
342,4364,Loue F3,realestate,1321,Plouguiel,2018-09-13,,342
343,23196,Loue T2,REAL_ESTATE,1265,Carnoy,2019-05-19,,343
344,27327,Vends Maison,realestate,767771,Narnhac,2017-01-27,,344
345,919,Recherche F3,REAL_ESTATE,218655,Marsainvilliers,2019-06-02,,345
346,6818,Loue T4,realestate,1134,Cayeux-en-Santerre,2017-01-21,,346
347,21451,Loue T3,RealEstate,745,Nantes,2018-02-03,,347
348,10271,Vends Maison,realestate,485902,Haut-Mauco,2017-02-02,,348
349,9436,Loue T1,REAL_ESTATE,550,Serres-sur-Arget,2018-04-26,,349
350,11267,Vends T1,realestate,754558,Saint-Loup-des-Vignes,2019-11-14,,350
351,28866,Vends T2,realestate,422693,Saze,2019-09-10,,351
352,11878,Loue F1,REAL_ESTATE,1002,Laval,2018-06-21,,352
353,23495,Recherche T1,RealEstate,320816,Jonage,2018-02-13,,353
354,15102,Vends T3,relestate,299141,Septème,2019-07-04,,354
355,1916,Vends Maison,RealEstate,347721,Messimy-sur-Saône,2017-01-24,,355
356,5054,Recherche T3,realestate,290931,Nantes,2017-01-13,,356
357,7659,Vends F1,REAL_ESTATE,536871,Marseille,2017-04-27,,357
358,26673,Vends T2,REAL_ESTATE,585049,Marseille,2018-10-12,,358
359,3062,Loue Chateau,RealEstate,1116,Nantes,2019-09-15,,359
360,11958,Vends F1,REAL_ESTATE,533351,Nantes,2019-12-06,,360
361,4541,Vends F3,relestate,582045,Marseille,2018-04-07,,361
362,24283,Recherche T1,realestate,483704,Nantes,2019-02-07,,362
363,20260,Vends F2,realestate,540425,Vellemoz,2018-11-17,,363
364,5558,Loue Appartement,realestate,638,Marseille,2018-07-03,,364
365,4038,Recherche T2,REAL_ESTATE,101282,Bimont,2017-04-21,,365
366,5970,Loue T4,REAL_ESTATE,706,Luisetaines,2018-01-13,,366
367,10082,Recherche Appartement,REAL_ESTATE,362006,Laval,2019-07-07,,367
368,23932,Loue F1,realestate,934,Céret,2017-06-20,,368
369,823,Recherche T3,realestate,156570,Saint-Rémy-en-Mauges,2019-01-13,,369
370,7417,Vends T4,RealEstate,732926,Bourlens,2018-01-20,,370
