id,ad_owner_id,buyer_user_id,ad_id,sold_price,created_at
165,1586,236,38907,567.293232867989,2017-02-18
166,6100,23174,17714,667.5697142904455,2018-07-01
167,26492,20463,14641,454.4450045839098,2018-07-22
168,16333,17239,31874,521.0733310491473,2017-11-17
169,14133,14688,20036,551.1317154173045,2019-11-14
170,3293,1954,37397,584.880644266857,2018-03-30
171,1235,8304,4778,500.91877495907926,2019-08-30
172,16929,3780,12454,524.7915720756617,2017-10-11
173,11928,24882,10932,593.4080236269039,2017-06-02
174,2385,1949,28074,492.26454248971356,2019-08-27
175,26610,25484,27547,638.9670492585111,2018-05-25
176,7876,18337,26732,560.9542612001529,2018-05-19
177,25104,16071,13539,581.2387723605968,2017-12-11
178,24320,2383,24427,558.5757588257942,2017-08-05
179,7416,16335,33881,514.1568215442367,2018-05-30
180,1334,9816,38737,551.8154832169773,2019-12-03
181,19656,18484,28351,471.65600510617014,2017-11-12
182,8788,26124,23488,540.2424054813196,2017-05-20
183,14197,3339,8069,478.21371841850714,2017-11-28
184,7767,10816,31595,633.8611291953115,2017-05-27
185,11388,6557,21836,523.5326937268791,2017-04-20
186,1550,16588,36868,628.0078009687527,2018-08-25
187,955,26031,37050,515.3481632210614,2018-08-31
188,7604,16835,34766,530.2498106005038,2017-04-12
189,23817,29810,15067,645.8442349662353,2019-07-28
190,8144,23386,14070,610.1348782204997,2019-01-23
191,25161,21835,23116,631.55879872822,2018-01-18
192,22684,15173,2975,541.5251785136338,2018-05-10
193,2568,23708,26193,564.2225347264691,2018-07-03
194,20680,8282,17800,643.4460764476444,2018-05-16
195,29614,2325,34297,508.06422126590405,2018-05-11
196,16882,15608,16472,558.4353295955666,2017-10-12
197,17654,22771,15928,607.3473489839273,2019-12-15
198,23697,2021,35719,645.8824497341584,2018-07-05
199,4508,22359,30911,580.0628211558239,2017-12-11
200,18881,18055,30563,626.958781630735,2019-06-02
201,16677,258,35097,610.9893424207864,2018-07-19
202,6250,24074,28179,602.4200357218958,2020-01-05
203,552,28389,12419,636.0281580309693,2018-04-12
204,7895,13353,39336,595.3740825722351,2017-04-16
205,1808,1320,27337,617.8627313534165,2017-04-04
206,18276,3232,29844,450.2002679243908,2017-10-26
207,28700,4980,28626,595.5065910861382,2018-05-24
208,2805,7120,39006,662.3534551644691,2017-01-25
209,19800,6402,31695,607.6465764417603,2018-06-06
210,9015,23082,38581,557.8949111871451,2019-08-19
211,22397,17934,10986,534.1064293009836,2017-07-02
212,7717,4713,38440,564.4216338983607,2018-11-23
213,28952,7237,20604,607.7739594674651,2019-04-06
214,8598,12490,29238,656.6351085088502,2019-07-25
215,522,16322,22512,639.7219041300701,2019-08-05
216,16375,23992,33370,601.8734906213397,2017-08-25
217,26965,24938,24876,588.3026005715749,2019-12-19
218,11602,6750,2862,604.2468507450913,2018-05-27
219,7628,11084,39868,616.1205532538635,2018-07-15
220,25903,201,37701,560.6251466958323,2019-05-31
221,15788,28630,21325,556.2732227659963,2019-12-21
222,5320,21719,12180,594.1585667947368,2017-12-22
223,23719,20043,30804,657.8754155328979,2017-08-02
224,4007,15408,16649,556.8034746766288,2018-04-10
225,6103,26683,20678,567.3278420352634,2019-12-20
226,17799,24390,19057,646.5775216659022,2017-03-06
227,25532,1593,8385,580.4530427747975,2019-06-14
228,11551,8228,33861,562.9004548347591,2018-04-14
229,18111,13290,34355,622.9555724122979,2018-11-12
230,19981,24338,26574,623.7806249752928,2017-06-18
231,11636,382,24398,661.9885274994996,2017-11-17
232,12071,22410,34448,520.336771994299,2019-09-30
233,8680,11232,12488,625.2755133528923,2019-06-25
234,14447,13335,35996,662.86256671582,2017-12-19
235,528,23497,22764,604.6027851581189,2019-11-01
236,9237,11501,35352,511.4300176058062,2019-12-30
237,16742,16153,29728,680.5220533723834,2019-05-18
238,29575,4782,34920,570.1692535281885,2018-06-19
239,12948,16047,31504,709.8340556825952,2019-06-30
240,15776,16196,37813,560.7496350496676,2019-12-11
241,21122,29007,39756,600.6052879769449,2017-06-01
242,12129,8350,23530,591.3095363359711,2019-06-02
243,2497,1931,39364,694.8484100531057,2018-12-29
244,28951,28259,4804,564.5612799245339,2017-01-30
245,20966,15488,8449,697.1337598310027,2018-05-13
246,365,923,26663,695.7425277865835,2018-05-05
247,15653,21075,33483,599.347055327716,2019-12-14
248,29302,28620,28215,517.5098897336064,2018-12-22
249,28884,15320,26668,542.2805033101722,2019-08-25
250,3499,16224,23497,792.874880241552,2017-06-17
251,12609,9764,470,631.6121344989778,2017-02-06
252,9316,9464,22076,623.4058163812354,2019-12-24
253,11194,5441,1263,662.2258698926039,2019-05-23
254,13326,25054,31568,725.8591227698101,2017-06-24
255,21897,11941,23198,580.7071414313996,2019-08-29
256,23129,409,10092,542.0395648067611,2019-05-14
257,9039,16132,17859,629.2333152613791,2018-09-06
258,15753,6345,38083,722.7608758050544,2019-01-29
259,29518,10991,15503,576.23651688977,2017-08-01
260,24582,24447,21868,536.4960174249013,2017-05-13
261,2673,16900,16729,555.4578896910458,2019-02-01
262,14906,18153,25085,623.0049008419087,2017-12-30
263,7228,12916,21035,593.2900948096376,2019-07-21
264,22478,23461,25221,637.5074941714639,2017-08-11
265,7922,17637,25885,513.6359627591037,2018-05-05
266,3705,1978,415,533.1430094431425,2017-08-23
267,18556,19724,26039,601.809725372047,2017-08-30
268,25337,29288,34712,711.1880117279602,2018-07-15
269,6785,652,37185,713.6492824001411,2019-05-18
270,27008,3410,36616,545.241501824047,2017-07-25
271,4611,16795,21813,698.6638076071165,2017-10-16
272,16882,14864,20119,680.4165572506796,2018-04-30
273,27608,20866,38649,606.3613562318511,2019-06-14
274,25192,7046,26042,670.3402129422021,2019-03-03
275,2345,23292,32257,572.8425013807455,2019-06-16
276,10381,25835,21691,682.8928372143208,2018-01-26
277,23532,16098,3947,617.0966435031518,2018-02-20
278,208,1446,30361,674.17835158428,2017-11-17
279,15411,20595,24590,598.4225806620202,2019-01-03
280,28888,7259,36852,629.1832443755317,2019-06-11
281,5349,14525,30203,624.1469897235434,2019-12-03
282,27949,253,20226,577.1553676243017,2017-01-10
283,20796,2655,28872,627.1397877478523,2017-07-14
284,4425,7842,27436,531.2207484630297,2018-06-03
285,5277,20165,20422,706.6759713152586,2018-10-13
286,28413,5950,34939,667.4599698058884,2018-03-28
287,13838,26623,1596,645.6404891349267,2018-10-30
288,25369,19841,852,607.5541093454486,2018-11-29
289,15409,18838,22489,582.5605403606669,2018-12-01
290,9053,4778,22731,689.9524800985498,2018-07-01
291,24461,8861,24391,640.8863511110022,2018-04-24
292,28679,12594,21745,547.9066731890097,2017-12-02
293,5719,22499,27628,623.0213110925479,2019-04-24
294,6708,3273,35703,701.2846397069354,2017-08-06
295,4338,13711,31701,723.3849102659522,2017-11-28
296,29425,5787,11881,538.8919224350824,2018-05-24
297,5921,20743,29513,627.5985008583121,2018-06-23
298,21911,17095,20824,588.3587490980626,2019-08-13
299,8627,17321,28615,576.0873851231162,2018-06-05
300,1886,7700,34778,679.8667157410106,2019-07-22
301,3397,26236,29976,521.9726980206397,2019-01-16
302,13214,14784,26341,615.1787193459444,2019-07-20
303,15834,20141,38956,541.1218581102469,2019-05-12
304,20208,29845,23818,590.644486366395,2018-09-17
305,240,15110,32918,624.7904652707836,2018-11-22
306,6727,22759,25233,487.11359699698596,2018-12-08
307,21223,18876,31400,600.1732773573549,2019-04-24
308,15508,26991,34516,553.4776421500247,2017-05-10
309,23973,20423,29084,615.9810029321326,2017-12-29
310,2035,19377,31313,462.098128052583,2018-08-24
311,18776,796,4557,542.3338817656607,2018-05-02
312,27824,16792,28895,462.44197888258975,2017-01-24
313,10115,6157,23507,629.91437222086,2019-04-27
314,22990,3768,38123,661.6264448806864,2019-09-25
315,13412,18477,20831,539.78335570118,2018-01-03
316,6272,23543,34524,585.1334646071044,2018-12-24
317,5263,27479,25334,569.2302738142632,2018-07-06
318,6307,15504,28851,529.5532366785793,2019-08-17
319,27596,9676,27567,545.1585878019321,2018-05-02
320,16905,2218,20038,571.2378816703372,2019-01-04
321,21756,8182,22447,802.6126261384735,2019-02-02
322,4519,17445,23492,664.5978992245294,2018-08-01
323,5829,29594,21545,707.4059169506687,2017-05-15
324,25617,5908,25220,663.7368977863005,2017-04-23
325,25545,7804,3246,656.8094921762539,2017-08-23
326,18085,5800,38014,607.7022737871271,2018-08-05
327,14460,23802,21504,705.1921813863638,2018-07-23
328,8280,21750,27065,595.6910305470726,2018-05-14
329,6754,24444,35168,590.5051336961985,2019-12-06
330,25489,25733,29175,723.1022312694693,2019-05-23
331,16743,26322,32049,642.1633471025841,2018-05-07
332,10994,9086,39866,614.3494778108898,2019-06-01
333,27629,3948,35898,664.1115760932137,2019-12-07
334,14896,17655,24615,644.7802813766134,2018-06-18
335,10500,15164,20930,657.6263798716635,2018-06-20
336,23032,24155,20494,541.7704336804093,2018-11-18
337,16495,22430,20027,677.7757498839903,2018-12-12
338,21788,7023,24532,606.8311924523913,2019-04-17
339,7907,2123,20693,541.133559164537,2019-07-21
340,14633,21551,20279,558.1310382440427,2017-05-23
341,28141,18440,39292,511.276862541377,2019-12-21
342,22505,22894,21441,588.9425921500113,2017-08-27
343,25691,26843,28459,657.6903182557253,2017-04-12
344,26878,7317,35254,605.0189480279915,2018-02-02
345,22088,4404,29707,579.6613766040844,2019-04-13
346,22158,27875,15914,582.8239540825998,2019-04-30
347,11056,21631,28162,633.1149228027244,2017-12-28
348,26135,15755,32876,470.82078154170154,2019-07-08
349,17939,15200,30620,659.9514975157787,2019-01-13
350,10658,23891,39254,698.9501783113149,2019-07-25
351,29896,15501,35751,623.1186921855739,2019-07-14
352,18668,15455,26040,625.4107647971448,2017-09-03
353,11844,13525,24028,764.2540238472667,2019-09-29
354,22065,6993,31747,682.0229293190738,2018-11-28
355,15281,12854,6798,679.2487727758047,2019-11-20
356,28937,7035,39417,808.459034785074,2017-04-13
357,13886,22921,38434,681.6327983647832,2018-06-28
358,25838,10683,18918,521.0454330523921,2017-11-23
359,10365,10495,33359,680.3643929042764,2019-08-06
360,22644,14261,30812,706.7115129902686,2017-04-23
361,19447,20186,24961,573.7234492804016,2017-07-14
362,5423,12699,24813,467.85673216414756,2017-09-14
363,414,17788,22995,510.2761864948321,2018-08-25
364,24330,28670,31249,666.4447857295103,2018-09-28
365,7216,4455,35553,600.7405675630084,2017-02-20
366,22205,14114,34295,703.1974227181399,2018-10-25
367,29664,23976,22502,601.7096369876292,2019-02-16
368,9070,12299,20684,777.7808115503302,2019-11-28
369,21924,2142,35790,594.4012808906808,2017-08-28
370,23913,2568,35372,699.8892528376558,2017-05-31
371,22419,12602,21214,606.4044177522793,2019-04-19
372,17182,5001,27491,645.778246980814,2017-03-08
373,22366,7353,39515,612.2187836257679,2019-07-15
374,2829,23204,30587,685.529374550664,2018-04-26
375,11109,17276,151,604.4346764320601,2019-12-29
376,7717,9944,37370,629.2798321697152,2017-03-03
377,22114,23372,21271,694.9296097356314,2019-04-17
378,20233,27606,28730,645.0542217094103,2017-09-02
379,29386,23498,26678,675.5590382759913,2019-12-15
380,21382,6550,25435,588.257085031562,2017-06-25
381,5843,27234,36921,667.8542481653406,2019-05-31
382,25126,28885,24687,721.4409555274551,2017-07-04
383,6453,9020,36785,737.9694679552149,2019-08-20
384,18232,20931,29621,556.392188517995,2018-05-03
385,25453,255,9073,593.500240745487,2018-05-02
386,7886,8776,18179,592.3332076364496,2019-04-17
387,12651,9449,37411,659.5420946033605,2018-03-23
388,2295,25607,26295,526.2079920374607,2017-02-16
389,19984,26712,36401,647.0990835791405,2018-07-13
390,28179,104,23636,716.8044944646318,2018-05-07
391,3314,15147,15277,544.9601887711632,2019-06-17
392,17730,396,22301,580.7406406366368,2018-07-28
393,15348,21935,8993,648.7344940992298,2019-06-17
394,26180,28458,22668,802.4170909818438,2017-01-31
395,14963,10375,25882,707.5390499418145,2018-09-06
396,4297,13780,37305,651.4749847172711,2017-09-20
397,4071,17359,32435,615.9334470127266,2019-08-20
398,3696,10218,34762,665.7381677060893,2019-10-11
399,18705,5768,30110,563.268321395984,2017-03-06
400,15062,21368,33071,563.7668421999122,2019-05-13
401,26257,20209,38125,685.8215500947739,2019-07-21
402,25880,29372,816,678.6005983393783,2017-06-25
403,22663,12993,34162,589.531323538916,2018-12-11
404,15959,28056,39170,563.6966514210211,2017-05-31
405,7936,7559,23183,750.5363894586745,2017-05-04
406,543,2792,33689,502.8867631343938,2017-06-03
407,29736,654,26543,551.7278969396534,2018-05-19
408,29451,29965,25165,603.9744666926896,2017-11-20
409,18185,28689,33331,675.3827131180333,2018-07-27
410,7962,2859,12553,563.4983237025443,2018-10-27
411,8538,1399,37634,629.3212482154555,2019-04-18
412,24422,18442,38703,606.1694611705589,2017-07-16
413,27198,11412,23973,734.2748750795931,2019-11-17
414,26760,13176,33972,729.800352241842,2019-04-19
415,2518,19309,24676,631.0167663947756,2017-06-29
416,8769,27334,14482,619.7116286152899,2017-04-22
417,20007,15429,14569,581.2272741241113,2017-06-02
418,28905,21935,33699,649.3005163080541,2018-05-30
419,13407,24825,23566,675.2410507858405,2017-11-22
420,5349,11062,31739,684.2559545584971,2017-04-12
421,9112,24960,35901,679.3606637282965,2017-07-13
422,15823,14074,3634,656.060074005927,2017-03-28
423,8266,21047,19362,708.0403166744994,2018-05-08
424,27167,5981,30850,686.4654745819274,2019-05-02
425,2055,8146,26235,707.1842170419867,2018-07-12
426,23324,14626,27542,484.3077582762496,2019-12-19
427,28810,413,36077,666.020149008115,2019-04-18
428,5672,1937,7789,749.5467270402513,2018-05-20
429,17353,9628,33798,641.0740916486005,2017-09-16
430,26147,9256,38090,581.5663106253915,2018-05-11
431,21408,5564,5187,702.5161872168834,2019-04-30
432,6116,15768,38324,580.043960924044,2017-01-11
433,4785,1376,26275,562.5509376190364,2017-04-15
434,5329,16746,38817,603.0938263073384,2018-09-24
435,1219,23901,21337,665.6933776386015,2019-06-27
436,16337,27645,20069,671.9132433770969,2017-08-30
437,20078,1661,23805,672.7387410790886,2019-08-01
438,19032,6756,22944,663.3563322198712,2019-04-25
439,5753,3276,27943,529.3408626581341,2017-08-01
440,7358,25516,33823,583.5726703752822,2020-01-04
441,343,27437,37797,628.328182626637,2018-01-22
442,22182,23466,22897,602.8769628161306,2017-04-12
443,29273,10099,37088,630.2291307207929,2019-05-27
444,7471,27218,34354,608.6989891875822,2018-06-13
445,19874,11842,22092,601.0206192769103,2018-11-13
446,7975,5367,32885,668.4519398259263,2019-05-29
447,1936,18294,33393,635.5564615462079,2018-06-14
448,13209,11016,413,585.9585044663681,2017-06-30
449,8760,2777,39295,566.815069704046,2017-01-15
450,22900,12557,23223,730.5847412812915,2018-11-27
451,23551,25013,26401,603.1540899392526,2018-08-28
452,12295,19126,34797,639.8464407654019,2017-06-19
453,29775,10734,22342,745.6489009736051,2018-04-18
454,20165,1014,30253,670.2914299085396,2018-11-30
455,28931,7136,24446,727.8345576729059,2019-06-18
456,25912,20965,22354,563.3669453701524,2018-04-21
457,25849,9489,37773,652.8675971404008,2018-06-18
458,20049,16859,26122,581.4364676022274,2019-12-11
459,4252,24463,14115,651.6386085754325,2019-11-15
460,19705,27532,37191,543.0092983154732,2019-04-22
461,23187,28471,27568,566.1208243666017,2019-04-24
462,24262,25678,24977,647.3033070620212,2018-08-14
463,13547,23916,24644,629.7079403044073,2019-08-22
464,2289,11685,28580,736.6843837808932,2019-09-22
465,7323,9300,37925,713.6740735795056,2017-04-14
466,26389,10113,30125,633.5417107678468,2018-04-27
467,6668,12258,30244,632.0206277691627,2017-04-12
468,28253,13263,33152,631.4367218042643,2017-07-10
469,9221,28464,33445,655.6133360002046,2019-07-25
470,9326,11091,15061,690.9988759383275,2018-06-13
471,6411,10738,23112,592.0479021191086,2019-05-28
472,26810,25971,32268,596.696786559285,2018-07-03
473,1510,3416,34388,743.4121542339781,2019-04-13
474,19573,19282,32041,543.6030247855061,2019-09-20
475,8740,1925,27111,636.967936341013,2019-08-03
476,10178,11412,23992,581.1035844256417,2018-04-29
477,25509,10615,34877,728.2944692866892,2019-10-25
478,18942,22461,33424,587.8773870474935,2018-07-05
479,29105,25107,21878,599.1871601026302,2018-10-26
480,20191,3931,30031,713.2593976676442,2017-04-24
481,11636,12412,32469,684.2491884936138,2018-10-06
482,13209,10158,26555,715.3021482235321,2017-05-28
483,3406,27028,34345,599.1711295592303,2019-11-20
484,23663,24429,25127,639.6541399220739,2018-07-17
485,15381,15398,30236,595.011722890916,2018-05-25
486,8525,7681,11509,622.0418604651483,2019-05-21
487,11192,28003,26332,463.5690124206384,2018-12-18
488,12565,9728,39106,704.6380142479126,2019-06-21
489,22407,146,17223,564.6020117861209,2017-11-28
490,5015,16335,22967,661.5668270476376,2017-06-18
491,10163,17594,25013,652.5374209385249,2018-06-26
492,18337,14576,34110,650.276125985802,2017-11-23
493,21872,21405,5422,688.4659358441875,2019-04-23
494,26019,28452,30139,628.7760782238452,2019-07-01
495,16333,24984,20886,760.0453463863283,2017-06-26
496,2498,14333,32297,607.7371870439016,2018-07-25
497,3024,22292,39471,764.6143068546816,2019-05-20
498,20390,14729,27588,575.0138312858837,2017-10-01
499,5243,7919,35661,671.0395579941209,2017-11-23
500,14717,14619,26898,744.926605793117,2018-03-31
501,25210,4498,24934,612.571304789037,2019-04-10
502,11324,29723,31532,684.2807248499931,2017-04-16
503,4252,249,29714,651.5369700575986,2019-09-25
504,17045,27245,37741,736.5300544353089,2017-07-04
505,4793,26100,33754,662.6283547819284,2018-07-07
506,17149,1593,21579,546.0706401620254,2018-11-17
507,15447,24397,22738,636.0214510320848,2017-06-15
508,6628,16872,29314,591.2254610788151,2017-06-25
509,20101,24245,34606,670.942841591297,2019-07-18
510,23758,28293,28308,650.5876185083528,2018-05-21
511,8965,18770,35561,526.6378426476313,2019-01-26
512,25361,27148,30010,661.3580829523556,2019-06-27
513,14232,21666,37896,566.547292594188,2018-12-12
514,11882,28996,31489,589.0076376422783,2017-02-16
515,25527,24394,32757,584.8653330743548,2018-02-11
516,27453,22502,28984,740.8010151638307,2019-12-19
517,25122,28722,31753,551.4127601865686,2017-06-10
518,1204,14632,34323,591.8046625836257,2017-04-14
519,11865,4540,39932,660.9227389896942,2019-09-12
520,25027,15422,25471,714.0514681566543,2019-07-16
521,18641,18200,39337,690.9347371281433,2019-07-04
522,17638,10786,36402,635.2183187787143,2017-04-10
523,9513,11140,30106,689.4381889483651,2017-04-13
524,13070,7095,10019,619.4032143800317,2017-12-04
525,12788,25778,35647,658.9781437699049,2018-12-16
526,4329,22344,33642,646.3296927503691,2019-07-05
527,2451,19765,30166,622.481480884255,2017-09-27
528,24525,15241,29152,639.1650563322208,2019-07-25
529,12446,14354,20527,399.57195235475916,2017-07-18
530,12151,4717,33549,562.8048508105671,2019-12-18
531,6271,15569,38370,555.5227174773951,2018-06-28
532,15422,22070,34271,669.2319820774327,2019-02-27
533,9371,7546,36099,799.3921284008636,2017-12-09
534,15112,3134,20697,627.5873461634554,2017-04-11
535,22918,28559,27541,486.21314750801116,2019-05-16
536,4631,19333,29319,624.9328804400146,2018-05-20
537,10204,10931,32958,575.9770840086375,2017-04-12
538,7018,25473,24508,652.8759612444181,2019-07-06
